index,tDept,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,overall_rating
452,History,Adrian,,Burgos,1390769,12,good,4.5
453,Chemistry,Martin,,Burke,1466516,14,good,3.9
454,Special Education,Meghan,,Burke,2068607,0,zero,N/A
455,Food Science,Toni,Marie,Burkhalter,2320708,53,good,4.9
456,Art History,Anne,,Burkus-Chasson,714570,31,poor,2.3
457,Spanish,Lisa,,Burner,1854818,1,good,5.0
458,Mathematics,Justin,,Burner,1908467,1,average,3.0
459,Engineering,Scott,,Burns,185641,9,good,3.8
460,Art History,Jennifer,,Burns,1054947,21,average,2.6
461,Communication,Laura,,Burns,1539219,3,good,4.0
462,Music,William,,Burnson,1209191,0,zero,N/A
463,Mathematics,Roger,Alan,Burt,2609784,1,poor,1.0
464,History,Antoinette,,Burton,379366,17,average,3.1
465,Information Science,Betty,,Bush,1861119,0,zero,N/A
466,Marketing,Erik,,Bushey,1583291,0,zero,N/A
467,Anthropology,Amanda,,Butler,2086444,0,zero,N/A
468,Mathematics,Jane,,Butterfield,924252,2,good,5.0
469,Not Specified,Jodi,,Byrd,1226972,4,good,3.9
470,Philosophy,Charles,,Byrne,843439,8,good,4.5
471,TA,Daniel,,Byrne,2055227,6,good,5.0
472,Communication,Sarah,,Caban,2568803,0,zero,N/A
473,Computer Science,Marco,,Caccamo,1700177,4,average,2.5
474,Animal Science,Carla,,Caceres,339421,14,good,4.6
475,Social Science,Lisa,,Cacho,457475,22,good,3.7
476,Food Science,Keith,R.,Cadwallader,2345521,0,zero,N/A
477,Computer Science,Matthew,,Caesar,1233560,15,good,4.4
478,Biochem. & Molecular Biology,Gustavo,,Caetano-Anolles,1297805,6,good,4.3
479,Chinese,Zong-Qi,,Cai,934780,6,good,3.9
480,Civil Engineering,Ximing,,Cai,1729763,6,good,3.5
481,Classics,William,,Calder,401675,6,average,3.2
482,Comparative Literature,Eric,,Calderwood,2372255,3,good,5.0
483,Liberal Arts  Sciences,Christopher,,Callahan,2174940,7,good,3.9
484,Writing,Kyle,,Callert,2455370,1,good,5.0
485,English,Martin,,Camargo,1376199,0,zero,N/A
486,English,Sandra,,Camargo,1574065,8,average,3.0
487,Music,Michael,,Cameron,1074784,0,zero,N/A
488,Biology,Sydney,,Cameron,2658799,1,good,5.0
489,Social Work,Donna,,Camp,2292050,2,poor,1.0
490,Computer Science,Roy,,Campbell,180294,13,poor,2.1
491,English,Scott,,Campbell,211567,10,good,3.5
492,Communication,Aaron,D,Campbell,2328780,1,good,5.0
493,Agricultural Economics,William,,Campbell,2686839,0,zero,N/A
494,Finance,Murillo,,Campello,987395,2,good,5.0
495,Languages,Marcos,,Campillo,527038,0,zero,N/A
496,Political Science,Damarys,,Canache,944878,21,good,3.8
497,Electrical Engineering,Andreas,,Cangellaris,479692,10,good,4.7
498,Finance,Roger,,Cannaday,856887,6,good,4.0
499,Social Work,Nicole,,Cantoni,2572126,1,good,4.0
500,Accounting,Andrea,,Cantrell,1308536,0,zero,N/A
501,Accounting,Sean,,Cao,1346922,2,good,4.8
502,Biology,Natasha,,Capell,2023656,0,zero,N/A
503,Film,Jose,,Capino,170405,28,good,3.8
504,English,Jordyn,,Carbine,2657218,1,good,5.0
505,Animal Science,Filipe,,Cardoso,1966418,1,good,4.5
506,Education,Yvonne A.,,Carey,391843,7,average,2.8
507,Economics,Lon,,Carlson,1450687,7,good,4.9
508,Communication,Elizabeth,,Carlson,1513608,2,average,3.0
509,Economics,Jeffrey ,L,Carlson,2020657,2,good,4.3
510,Kinesiology,Kristin,Nicole,Carlson,2095514,1,good,4.0
511,Kinesiology,Mary,,Carlton,1366935,4,good,4.8
512,English,Dana,,Carluccio,1054580,5,poor,1.9
513,Political Science,Ira,,Carmen,124007,26,good,4.3
514,Philosophy,Chad,,Carmichael,1382051,2,good,4.2
515,Communication,Summer,,Carnett,924648,10,good,5.0
516,Engineering,Scott,,Carney,1580669,2,average,3.0
517,Languages,Brenden,,Carollo,538330,22,good,3.6
518,Mathematics,Bruce,,Carpenter,788570,19,good,4.0
519,Psychology,Nichelle,,Carpenter,1881533,5,poor,1.7
520,Music,Carlos,,Carrillo,2384451,5,poor,2.4
521,Speech & Hearing Sciences,Edwin,,Carrington,1876355,2,average,3.2
522,Political Science,Robert,,Carrol,2484716,1,good,5.0
523,Physics,Jim,,Carrubba,1317615,0,zero,N/A
524,Anthropology,Alison,,Carter,2042985,17,good,3.5
525,Health Science,April,,Carter,2598863,0,zero,N/A
526,Social Work,Janet,,Carter,1939110,8,good,3.7
527,Social Work,Jan,,Carter-Black,2089945,4,good,4.8
528,Studio Art,Steven,,Cartwright,1350630,2,good,4.2
529,Mathematics,Thomas,,Carty,703564,118,average,2.8
530,Mathematics,Tom,,Carty,705345,59,average,3.0
531,Special Education,Susan,,Carty,1491624,0,zero,N/A
532,Foreign Languages,Janire,,Cascajar,1233661,2,good,4.5
533,Not Specified,Shanna,,Casey,1097167,2,good,5.0
534,Social Work,Anne,,Casey,2391848,2,good,5.0
535,English,Sarah,M,Cassinelli,1800897,5,good,3.8
536,English,Nancy,,Castro,639032,4,good,4.8
537,Education,Erin,,Castro,1433787,15,good,4.4
538,Art & Design,Juan Carlos,,Castro,1446341,1,good,4.5
539,Foreign Languages,William,,Castro,1527000,1,poor,2.0
540,Biology,Julian,,Catchen,2581542,0,zero,N/A
541,Women's Studies,Shannon,,Cate,1958992,4,average,3.4
542,Communication,Courtney,,Caudle,1518636,9,good,3.6
543,Communication,John,,Caughlin,933907,19,good,4.4
544,Writing,Alexandra,,Cavallaro,1209913,5,good,4.5
545,Political Science,Matthew,,Cawvey,2111579,1,good,4.5
546,Communication,Christina,,Ceisel,1539538,5,average,3.0
547,Mathematics,Francesco,,Cellarosi,1782801,25,good,4.8
548,Medicine,Stephanie,,Ceman,707026,3,good,4.8
549,Physics,David,,Ceperley,2425203,1,poor,1.0
550,Spanish,Vincent,,Cervantes,2618879,0,zero,N/A
551,Civil Engineering,Eun Jeong,,Cha,1958838,3,poor,1.5
552,Ethnic Studies,Sundiata,,Cha-Jua,319478,14,average,2.8
553,Music,Charles,,Chaffin,1030368,2,good,5.0
554,English,Leon,,Chai,707728,12,good,4.4
555,Engineering,Santanu,,Chakraborty,1503575,0,zero,N/A
556,Community Health Sciences,Sulagna,,Chakraborty,2355944,0,zero,N/A
557,Urban  Regional Planning,Arnab,,Chakraborty,2239316,3,average,3.0
558,Economics,Evangelia,,Chalioti,1674032,6,good,4.7
559,Computer Science,Geoffrey,,Challen,2327680,76,good,3.5
560,Communication,Jason,,Chambers,695355,30,average,3.1
561,Speech  Hearing Sciences,Ron,,Chambers,1983829,0,zero,N/A
562,Mechanical Engineering,Leonardo,,Chamorro Chavez,2263605,2,good,5.0
563,Finance,Louis,,Chan,1347538,0,zero,N/A
564,Chemistry,Jefferson,,Chan,1948102,4,good,5.0
565,English,Michelle,,Chan,2058527,4,poor,1.5
566,Statistics,Serena,,Chan,2259083,1,good,5.0
567,Computer Science,Timothy,Moon-Yew,Chan,2574649,0,zero,N/A
568,Communication,Anita,,Chan,1364832,9,average,2.5
569,Philosophy,Hugh,,Chandler,160852,11,average,3.2
570,Accounting,John,,Chandler,800928,6,good,4.1
571,Engineering,Karthik,,Chandrasekaran,2065382,8,average,3.0
572,Industrial Engineering,Karthekeyan,,Chandrasekaran,2440361,4,poor,1.0
573,Engineering,Karthekeyan,,Chandrasekaran,2180127,2,poor,1.0
574,Accounting,Myron,,Chang,1299302,0,zero,N/A
575,Accounting,Hye Sun,,Chang,1462102,3,good,4.2
576,Engineering,Stan,,Chang,1501704,1,good,5.0
577,Engineering,Wayne,,Chang,2469236,4,good,3.5
578,Computer Science,Kevin,,Chang,1867625,29,average,3.5
579,Speech & Hearing Sciences,Marie,,Channell,2574722,3,good,3.9
580,Engineering,Prerak,,Chapagain,2514490,0,zero,N/A
581,History,Tamara,,Chaplin,1619939,21,good,4.0
582,Biology,Ken,,Chapman,183048,55,average,2.7
583,Earth Science,William,,Chapman,1829330,1,good,5.0
584,Computer Science,William,,Chapman,1938215,33,good,4.5
585,Nutrition,Karen,M,Chapman-Novakofski,1780162,1,good,4.5
586,Mathematics,Jorge,,Chappa,1853065,1,average,2.5
587,Science,Donna,,Charlevoix,122990,44,good,3.5
588,Music,Elliot,,Chasanov,123055,12,poor,2.1
589,Spanish,Beth,,Chasco,1234900,2,poor,1.2
590,Engineering,Ioannis,,Chasiotis,1708917,4,good,4.3
591,Statistics,sabyasachi,,chatterjee,2313953,10,poor,1.0
592,Literature,Debayudh,Deb,Chatterjee,2662193,1,good,5.0
593,Accounting,Angel,,Chatterton,2054266,7,good,4.7
594,Business,Shinjinee,,Chattopadhyay,1806652,11,average,2.5
595,Political Science,Stephen,,Chaudoin,2282759,8,good,4.8
596,Computer Science,Aabhas,,Chauhan,2441840,0,zero,N/A
597,Political Science,Jose Antonio,,Cheibub,1113352,22,average,2.8
598,Computer Science,Chandra,,Chekuri,1901793,4,good,4.1
599,Physics,Yann,R,Chemia,1842325,0,zero,N/A
600,Physics,Yann,R,Chemla,1914648,4,average,3.0
601,Geology,Chu-Yung,,Chen,627960,15,good,3.5
602,Engineering,Xin,,Chen,787542,4,poor,2.4
603,Accounting,Xiaoling,,Chen,881168,16,good,3.6
604,Accounting,Po Chang,,Chen,1109332,2,good,3.8
605,Engineering,Chang-Hua,,Chen,1254692,0,zero,N/A
606,Chinese,Hao,,Chen,1287633,2,average,2.5
607,Mathematics,Sha,,Chen,1371892,1,good,5.0
608,Statistics,Yuguo,,Chen,1446480,6,good,3.5
609,Materials Engineering,Qian,,Chen,2142669,1,poor,2.0
610,Biology,Liqing,,Chen,2190254,6,poor,1.7
611,Statistics,Xiaohui,,Chen,2227082,7,good,3.6
612,Labor  Employment Relations,Ying,,Chen,2237900,1,poor,2.0
613,Accounting,Ciao-Wei,,Chen,2255233,1,good,5.0
614,Electrical & Computer Engineering,Deming,,Chen,2348591,1,poor,2.0
615,Psychology,Fan Xuan,,Chen,2487178,1,good,4.0
616,Biochem. & Molecular Biology,Lin-Feng,,Chen,2518085,2,good,5.0
617,Electrical & Comp. Engineering,Yun-Sheng,,Chen,2611226,1,poor,1.0
618,Foods & Nutrition,Hong,,Chen,1143913,6,poor,1.8
619,Biochemistry,ling,,chen,2660960,0,zero,N/A
620,Electrical & Computer Engineering,Xu,,Chen,2449182,4,good,4.8
621,Electrical amp Computer Engineering,Yuting,,Chen,2370839,7,good,3.7
622,Mathematics,Ruiyuan,,Chen,2559267,6,poor,2.3
623,Materials Engineering,Jianjun,,Cheng,1490278,2,good,4.8
624,Psychology,Joey,,Cheng,2354492,1,good,5.0
625,Business,Joseph,,Cheng,2478132,1,poor,1.0
626,Electrical  Computer Engineering,Zuofu,,Cheng,1968260,11,good,4.2
627,Biology,Chris,,Cheng-Devries,800932,7,good,3.5
628,English,Stephanie,,Cherolis,1112182,21,good,4.1
629,Social Work,Monica,,Cherry,2629927,0,zero,N/A
630,English,Erin,,Cheslow,2655472,1,good,5.0
631,Psychology,Teri,,Chettiar,2651957,0,zero,N/A
632,Biology,Zachary,,Cheviron,1800329,5,good,3.7
633,Engineering,Weng Cho,,Chew,587188,4,good,3.9
634,Business,Dilip,,Chhajed,1091380,8,poor,1.3
635,Geography,Ashwini,,Chhatre,1117316,28,poor,2.5
636,Social Work,Pamela,P.,Chiang,1863638,1,poor,1.0
637,East Asian Studies,I In,,Chiang,1930913,8,poor,1.2
638,Dance,Denis,,Chiaramonte,1946177,0,zero,N/A
639,Languages,Anna,,Chiarenza,308540,5,good,4.6
640,Engineering,Christian,Miguel,Chilan,2542707,0,zero,N/A
641,Engineering,Steven,,Chin,1485033,2,good,3.5
642,Information Science,Jessie,,Chin,2675073,0,zero,N/A
643,Advertising,Sydney,,Chinchanachokchai,1777875,0,zero,N/A
644,Finance,Alex,,Chinco,2445399,0,zero,N/A
645,Speech Communication,John,,Chiosds,935920,0,zero,N/A
646,Engineering,Yun,,Chiu,1262775,3,good,3.8
647,Economics,In-Koo,,Cho,260201,12,poor,2.5
648,Psychology,Seongee,,Cho,2106131,0,zero,N/A
649,Psychology,Seonghee,,Cho,2111578,2,good,5.0
650,Economics,Hee Pyung,,Cho,2166115,0,zero,N/A
651,Political Science,Wendy,,Cho,2369909,5,good,4.2
652,Atmospheric Sciences,Jessica,,Choate,2562127,10,good,3.8
653,Mathematics,Guemlan,,Choi,123560,33,average,2.8
654,French,E-Jung,,Choi,931529,5,poor,2.2
655,Finance,Jaewon,,Choi,1557355,6,good,4.0
656,Mathematics,Ilkyoo,,Choi,1712063,0,zero,N/A
657,Electrical amp Computer Engineering,Dong,San,Choi,2400462,18,good,4.3
658,Electrical & Computer Engineering,Hyungsoo,,Choi,850928,26,poor,1.6
659,Mathematics,Wing Fung,,Chong,2336487,5,average,3.2
660,Engineering,Kent,,Choquette,1477321,4,average,3.1
661,Art amp Design,Katherine,,Chou,2481476,0,zero,N/A
662,Electrical  Comp. Engineering,Romit,Roy,Choudhury,2061603,5,good,3.9
663,History,Wing,,Chow,441551,39,poor,1.8
664,Agriculture,Girish,,Chowdhary,2270516,1,good,4.0
665,Agricultural Economics,Peter,,Christensen,2094247,12,average,3.0
666,Communication,Clifford,,Christians,749256,9,good,4.4
667,Education,Kiel,,Christianson,2417348,0,zero,N/A
668,Engineering,Alexandra,,Chronopoulou,2012953,8,average,2.9
669,Mathematics,Jer-Chin,Luke,Chuang,2438202,14,good,4.5
670,Foreign Languages,Volodymyr,,Chumachenko,793046,10,good,4.6
671,Biology,Hee Jung,,Chung,1710615,5,good,4.4
672,Computer Science,Austin,,Chung,2165130,1,poor,1.0
673,Business,Ji,Yoon,Chung,2322840,0,zero,N/A
674,Economics,EunYi,,Chung,2601540,1,good,4.0
675,Communication,Elizabeth,,Chupp,1398627,5,good,4.8
676,Media  Cinema Studies,Amanda,,Ciafone,2198184,8,good,4.5
677,Accounting,William,,Ciconte,2180430,0,zero,N/A
678,Geography,Julie,,Cidell,1687722,9,good,4.6
679,Psychology,Andrei,,Cimpian,1563975,8,good,4.5
680,Social Work,Valerie,,Cintron,2386001,3,good,4.0
681,Theater,Terri,,Ciofalo,2533874,0,zero,N/A
682,Communication,Josue,David,Cisneros,1964781,5,average,3.2
683,English,John,,Claborn,799264,9,good,4.9
684,Anthropology,Kathryn,,Clancy,1144959,55,average,2.7
685,Music,Anne,,Clark,1248469,0,zero,N/A
686,Humanities,David,,Clark,1344636,1,good,4.5
687,American Studies,Tony,,Clark,1379243,5,average,3.3
688,Finance,Stephen,R,Clark,1804888,0,zero,N/A
689,Communication,Louise,E,Clark,2587144,0,zero,N/A
690,Philosophy,Justin,,Clark ,2020660,4,good,4.5
691,Finance,Adam,,Clark-Joseph,2408154,1,average,3.0
692,Business,John,,Clarke,916319,6,good,3.9
693,Sociology,Caitlin,Leeann,Clarke,2590467,9,good,4.4
694,English,Ezra,,Claverie,1074085,7,good,4.1
695,Dance,Jaylen,,Clay,2451332,2,average,3.0
696,Economics,David,Lawrence,Cleeton,2620092,1,poor,1.0
697,Physics,Robert,,Clegg,209737,5,average,2.6
698,Biology,Ben,,Clegg,774129,90,good,4.5
699,Mathematics,Emily,,Cliff,2385180,2,good,5.0
700,French,Alisson,,Clifton,1685571,1,good,5.0
701,Advertising,Rhiannon,,Clifton,1834970,3,good,4.3
702,Advertising,Brett,,Clifton,1853073,6,good,4.6
703,Media & Cinema Studies,Dionne,,Clifton,2323873,19,average,3.4
704,Astronomy,Stephen,,Clouse,1862706,11,poor,1.5
705,Geography,Robert,,Cochran,1495735,2,good,4.2
706,Information Science,Pauline,,Cochrane,1861188,0,zero,N/A
707,Business,Adam,,Cockrell,2568588,1,good,5.0
708,Psychology,Neal,,Cohen,262686,10,good,4.8
709,Psychology,Dov,,Cohen,731443,21,average,3.1
710,Education,Cassandra,,Colbert,2308850,1,average,3.0
711,Languages,Jennifer,,Cole,125005,22,good,3.5
712,English,Howard,,Cole,974239,7,poor,1.8
713,Institute of Comm Research,Cheryl,,Cole,1444323,12,good,4.3
714,Information Science,Tim,,Cole,1861174,0,zero,N/A
715,Earth Science,Todd,,Cole,1908002,3,good,3.8
716,English,Lucinda,,Cole,2424545,1,good,5.0
717,Chemistry,Paa Kow,,Cole,2572490,2,average,3.0
718,Engineering,James,,Coleman,924540,4,good,3.9
719,Engineering,Todd,,Coleman,1450617,0,zero,N/A
720,Physics,Eugene,,Colla,2202448,3,good,5.0
721,Human amp Community Development,Jasmine,Danielle,Collins,2429958,1,poor,2.0
722,Music,Cristin,,Colvin,1878639,0,zero,N/A
723,Not Specified,Dominic,,Combs,1793022,1,good,5.0
724,Information Science,Kit,,Condill,1861121,0,zero,N/A
725,English,Megan,,Condis,1060383,6,good,4.0
726,Statistics,Erin,,Condon,1377398,1,good,5.0
727,Astronomy,Mallory,,Conlon,1864449,1,good,4.5
728,Education,Jeanne,,Connel,934234,8,average,2.5
729,Education,Jeanne,,Connell,195820,45,poor,2.3
730,Geology,Jessica,,Conroy,1943165,6,average,3.3
731,Engineering,Tom,,Conry,163882,10,poor,1.1
732,Biology,Bradley,,Consentino,1513243,0,zero,N/A
733,Mathematics,Ivan,,Contreras,2125964,9,good,4.8
734,Engineering,Bruce,,Conway,134166,11,good,4.4
735,Computer Science,Lucas,,Cook,1508919,2,good,4.8
736,Information Science,Nicole,A,Cooke,1861209,0,zero,N/A
737,Mathematics,Tom,,Cooney,1326137,0,zero,N/A
738,English,Bethany,,Cooper,876577,4,good,4.2
739,Physics,Lance,,Cooper,1577687,0,zero,N/A
740,Religion,David,L.,Cooper,2376821,1,good,5.0
741,Education,William,,Cope,1835664,1,good,5.0
742,Education,Bill,,Cope,2531173,0,zero,N/A
743,English,Meg,,Cornell,2630686,1,good,5.0
744,Political Science,Jason,,Coronel,1607963,1,average,2.5
745,Communication,Tom,,Costello,350203,30,good,4.8
746,English,Mary Rose,,Cottingham,1506646,21,good,4.8
747,Psychology,Jonathan,,Cottrell,1796629,5,poor,2.1
748,Geography,Katie,,Coulter,1518306,1,good,4.0
749,English,Eleanor,,Courtemanche,608542,19,good,3.9
750,Engineering,Victoria,,Coverstone,1175195,2,good,4.8
751,Physics,Jacob,,Covey,2664288,0,zero,N/A
752,History,Felix,,Cowan,2681580,1,good,5.0
753,Accounting,Sharon,,Cox,2147551,3,poor,1.0
754,Literature,David,,Coyoca,2181665,5,good,4.2
755,Journalism,Stephanie,,Craft,1974496,9,good,4.5
756,Media Arts,Matthew,,Crain,1579424,2,good,4.2
757,Languages,Cori,,Crane,425249,7,good,4.1
758,Speech & Hearing Sciences,Lisa,,Crane,1549339,4,good,3.5
759,Speech & Hearing Sciences,Jennifer,,Cravens,1182687,14,average,2.9
760,Biology,John,W,Crawford,1812285,1,good,4.0
761,English,Ramon,E Soto,Crespo,2362317,7,good,5.0
762,English,Beverly,,Crockett,1361253,0,zero,N/A
763,Communication,Amanda B.,,Cronkhite,1653006,1,good,3.5
764,Education,Joseph,,Cross,1611215,1,good,5.0
765,English,Leslie,,Crowell,1296189,1,good,3.5
766,History,Claire,,Crowston,364278,28,average,3.4
767,Kinesiology,Gary,,Crull,1231281,4,average,3.1
768,Astronomy,Richard,,Crutcher,1181670,0,zero,N/A
769,Mathematics,Elizabeth,,Csima,1268222,14,poor,2.0
770,Statistics,Steven,,Culpepper,1725341,38,poor,2.3
771,Food Science,Terry,,Cummings,1018007,2,good,5.0
772,Spanish,Laura,,Cummings,2035904,1,good,5.0
773,Psychology,Denise,,Cummins,871614,14,good,3.8
774,Philosophy,Robert,,Cummins,983006,14,poor,2.0
775,Mathematics,Desmond,,Cummins,1753694,6,good,4.6
776,Computer Science,Ryan,,Cunnigham,1797203,10,average,3.3
777,Engineering,Brian,,Cunningham,902943,3,good,4.8
778,Mathematics,Christopher,,Cunningham,1633191,23,good,4.2
779,Computer Science,Ryan,,Cunningham,1966577,9,good,4.0
780,History,Ken,,Cuno,791360,24,good,3.6
781,English,Ramona,,Curry,843056,22,average,2.6
782,French,Sean,,Curtin,1692202,6,good,4.2
783,Accounting,Susan,,Curtis,24428,224,average,2.6
784,Civil Engineering,Roland,,Cusick,2206306,2,average,3.0
785,Sociology,Courtney,,Cuthbertson,1836452,0,zero,N/A
786,Accounting,Keith,,Czerney,1575129,1,average,2.5
787,Mathematics,John,,D'Angelo,128248,27,average,3.3
788,Chemistry,Charlie,,D'Souza,592320,3,good,5.0
789,Psychology,Karl,,Dach-Gruschow,845510,3,average,2.8
790,Business,James,,Dahl,2569694,0,zero,N/A
791,English,Mark,,Dahlquist,504170,17,good,4.0
792,Physics,Karin,,Dahmen,529511,12,poor,2.2
793,Political Science,Xinyuan,,Dai,778601,16,good,4.4
794,Animal Science,Megan,,Dailey,1968059,10,average,3.5
795,Astronomy,Neal,K,Dalal,1786308,7,average,3.0
796,Music,Eric,,Dalheim,625672,0,zero,N/A
797,Agricultural Economics,Sandy,,Dallerba,2601614,1,poor,1.0
798,Electrical & Comp. Engineering,John,,Dallesasse,1883940,3,good,4.8
799,Biology,Jim,,Dalling,820001,4,good,5.0
800,Statistics,David,,Dalpiaz,2002545,16,good,4.5
801,Mechanical Engineering,Harry,,Dankowicz,1090848,31,poor,1.9
802,Religion,Michael,,Dann,2359125,3,good,4.7
803,Communication,Ravina,,Daphtary,1197735,5,good,3.8
804,Bioengineering,Roy,,Dar,2094667,5,average,3.1
805,Information Science,Peter,,Darch,2396118,0,zero,N/A
806,Kinesiology,Sandra,,Darfour-Oduro,2596268,11,poor,1.4
807,Agriculture,Robert,,Darmody,800927,6,good,3.8
808,Economics,Satya,,Das,2259246,4,good,4.5
809,Community Health Sciences,David,,Daum,1375879,2,poor,1.8
810,Community Health Sciences,Mudita,,Dave,1253885,4,average,3.4
811,English,Stephen,,Davenport,1667265,2,good,4.8
812,Environmental Studies,Mark,,David,949471,21,good,3.8
813,Engineering,Goldberg,,David,1335319,0,zero,N/A
814,Engineering,Paul,,Davidson,749702,2,good,5.0
815,Education,Fred,,Davidson,1168877,4,good,3.5
816,Spanish,Justin,S,Davidson,1875476,3,good,5.0
817,Mathematics,Ruth,,Davidson,2040997,5,poor,2.0
818,Speech amp Hearing Sciences,Laura,,Davies Brenier,2289474,4,good,5.0
819,Leisure Studies,Marizel,,Davila,1221034,3,good,4.7
820,History,Jerry,,Davila,2152700,0,zero,N/A
821,Education,Liv Thorstensson,,Davila,2342724,1,poor,2.0
822,Finance,Donald,,Davis,1090052,28,average,2.7
823,Finance,Jeffrey,,Davis,1286376,5,good,3.7
824,Communication,Ian,,Davis,1621311,2,poor,1.5
825,Anthropology,Laura,,Davis,1709613,2,average,2.8
826,African-American Studies,Millicent,G,Davis,1804946,2,good,3.8
827,Information Science,Charles,H,Davis,1861192,0,zero,N/A
828,Information Science,Susan,G,Davis,1861210,4,good,3.7
829,American Studies,Jennifer,L,Davis,1917878,6,good,5.0
830,Accounting,Gregory,,Davis,2355183,5,good,4.6
831,Computer Science,Neal,,Davis,2182587,19,good,4.1
832,Journalism,Alison,,Davis,2667545,1,good,4.0
833,Theater,Jeremy,,Day,1945336,2,good,4.0
834,History,Thomas,,Day,2670448,0,zero,N/A
835,Spanish,Christina,,De Angelo,2479347,1,good,5.0
836,Statistics,Lelys,Bravo,De Guenni,2599753,1,poor,2.0
837,Kinesiology,Michael,,De Lisio,1966993,4,good,4.8
838,Anthropology,Kristin,,De Lucia,1866129,2,average,3.2
839,Economics,Dakshina,,De Silva,1222741,4,poor,1.4
840,Urban & Regional Planning,Brian,,Deal,2669684,0,zero,N/A
841,English,Tim,,Dean,2051590,2,good,4.5
842,Education,Sheila,,Dean,2205311,1,good,5.0
843,Spanish,Christina,,Deangelo,1343409,5,good,4.7
844,Architecture,Lynne,,Dearborn,564816,9,average,2.5
845,Business,Lawrence,,DeBrock,2097370,23,poor,2.1
846,English,Alice,,Deck,768220,12,poor,1.8
847,Chemistry,Don,,Decoste,227828,94,good,4.6
848,Chemistry,Donald,,Decoste ,2074742,4,good,4.8
849,Music,John,,Dee,1832699,0,zero,N/A
850,Religion,Jessie,,DeGrado,2081735,0,zero,N/A
851,Music,Richard,,Deja,2205246,5,good,4.0
852,Spanish,Rebecca,,Del Torro,1535323,0,zero,N/A
853,Fine Arts,Elizabeth,,Delacruz,724410,4,good,3.5
854,Communication,Amelia,,Delaney,1627295,7,good,3.9
855,Geography,Jose,,Deleon,1130741,8,good,3.6
856,French,Laëtitia,,Deleuze,1620131,1,good,4.0
857,Languages,Elena,,Delgado,611994,4,good,4.1
858,Community Health Sciences,Lejla,,Delic,940885,7,good,3.9
